"FOLLOWERCOUNT","FOLLOWINGCOUNT","FULLNAME","ISFOLLOWED","ISPRIVATE","POSTCOUNT","STATUS","USERID","USERNAME"
"3664","2297","","false","false","411","Removed because follower more than maximum follower","","susyviaggiarefreedom"
"311","520","","false","false","10","Added to follower list.","","chrisxelshout"
"369","780","","false","false","42","Added to follower list.","","kasemramah"
"646","2784","","false","false","25","Added to follower list.","","cwhitsitt.photography"
"1096","977","","false","false","73","Added to follower list.","","wouterkouwenbergfotografie"
"4611","7000","","false","false","89","Removed because follower more than maximum follower","","_tt0k1"
"1346","1417","","false","false","152","Added to follower list.","","soufiane_el_bacar"
"7440","6637","","false","false","475","Removed because follower more than maximum follower","","museodeltessuto"
"52882","5844","","false","false","775","Removed because follower more than maximum follower","","ariannechavasse"
"7737","5806","","false","false","192","Removed because follower more than maximum follower","","e.parigi"
"2115","527","","false","true","189","Removed because private","","ariru.z"
"971","1311","","false","false","126","Added to follower list.","","cylysceofeliagarcia"
"833","796","","false","false","34","Added to follower list.","","yammibean"
"308","959","","false","false","38","Added to follower list.","","be_nomadic"
"3151","3881","","false","false","30","Removed because follower more than maximum follower","","ayoub_lamzoughi"
"22891","2303","","false","false","1731","Removed because follower more than maximum follower","","vegan.love.igs"
"35","1654","","false","true","1","Removed because private","","heckim.ll"
"737","3275","","false","false","10","Added to follower list.","","pamela.bennington"
"7173","1269","","false","false","1184","Removed because follower more than maximum follower","","nelsonschoenen"
"1231","6231","","false","false","173","Added to follower list.","","roshanchoudhary1"
"890","266","","false","false","588","Added to follower list.","","endlessfilmsnl"
"1501","1846","","false","false","1083","Added to follower list.","","leah_hallis_stylist"
"581","1146","","false","false","408","Added to follower list.","","dreamhome_property1"
"1003","1031","","false","false","28","Added to follower list.","","thetroopers_"
"446","663","","false","false","31","Added to follower list.","","alexanderveltm"
"353","1767","","false","true","221","Removed because private","","said_9769"
"1193","5055","","false","false","84","Added to follower list.","","skylar_grey_736"
"1672","4130","","false","false","19","Added to follower list.","","millroadcreative"
"202","1258","","false","false","18","Added to follower list.","","leydi_tatiana_27"
"24205","4852","","false","false","227","Removed because follower more than maximum follower","","3knives_store"
"760","4661","","false","false","6","Added to follower list.","","creanicdesigns"
"1292","3741","","false","false","88","Added to follower list.","","paula.m.die"
"30","10","","false","false","6","Added to follower list.","","virginiauveese"
"38145","6173","","false","false","542","Removed because follower more than maximum follower","","troystephensfx"
"546","378","","false","false","43","Added to follower list.","","gilbert.pictures"
"2466","1203","","false","false","361","Removed because follower more than maximum follower","","tmstalent"
"1207","5133","","false","false","36","Added to follower list.","","katytatishvili"
"262","1291","","false","false","47","Added to follower list.","","zakoveryanikitas"
"701","515","","false","false","8","Added to follower list.","","josvdleur"
"630","2286","","false","false","92","Added to follower list.","","iedemaramu"
"1035","4659","","false","false","55","Added to follower list.","","iconsulentidiviaggio.it"
"428","2761","","false","false","3","Removed because considered as bot","","saud2180"
"7154","4510","","false","false","59","Removed because follower more than maximum follower","","fitzroyfacey"
"27","16","","false","false","0","Added to follower list.","","coltenbrady1"
"2662","296","","false","false","56","Removed because follower more than maximum follower","","arpan_tirkey_143"
"226","1221","","false","false","61","Added to follower list.","","slinkyrabbitgirl"
"369","577","","false","false","210","Added to follower list.","","catatonicallycat"
"47","136","","false","false","13","Added to follower list.","","photographb1"
"724","1650","","false","false","111","Added to follower list.","","rosy_bonbon"
"842","1721","","false","false","2","Removed because considered as bot","","x.e.lena_x"
"103","709","","false","false","7","Added to follower list.","","addison.macdonald.15435"
"651","4400","","false","false","32","Added to follower list.","","julp_prints"
"502","425","","false","false","19","Added to follower list.","","http.paulinx"
"9858","6564","","false","false","239","Removed because follower more than maximum follower","","chicindahstore"
"5855","5648","","false","false","885","Removed because follower more than maximum follower","","raw.abundance"
"35","359","","false","false","6","Added to follower list.","","fashionist_americanstyle"
"10446","3057","","false","false","429","Removed because follower more than maximum follower","","firstepblog"
"135","938","","false","false","5","Added to follower list.","","krishnabogati48"
"680","7445","","false","false","34","Added to follower list.","","rmdjokar"
"74","307","","false","false","11","Added to follower list.","","hafsa2tazi"
"278","1820","","false","false","14","Added to follower list.","","libban.official"
"956","4973","","false","false","116","Added to follower list.","","miamilogoly"
"289","266","","false","false","83","Added to follower list.","","ulyatery"
"796","2484","","false","false","3","Removed because considered as bot","","mariusxscar"
"8714","2573","","false","false","163","Removed because follower more than maximum follower","","stufftodoincharlotte"
"626","1346","","false","false","12","Added to follower list.","","loucaswill"
"650","883","","false","false","228","Added to follower list.","","ariadna_s96"
"6471","4018","","false","false","1184","Removed because follower more than maximum follower","","globejump"
"34","96","","false","false","5","Added to follower list.","","xcreativefeelingsx"
"1517","2852","","false","false","73","Added to follower list.","","turtleboxaudio"
"586","805","","false","false","15","Added to follower list.","","tsndsreeeen_"
"3313","4444","","false","false","124","Removed because follower more than maximum follower","","snapfitnessclaremont"
"204","71","","false","false","5","Added to follower list.","","jupiterrevealsfashion"
"66","2440","","false","true","66","Removed because private","","allthebestnice1"
"182","583","","false","false","24","Added to follower list.","","jtorrcast"
"17694","615","","false","false","340","Removed because follower more than maximum follower","","julia_nikolaeva1"
"561","2929","","false","false","115","Added to follower list.","","all2hand2018"
"0","510","","false","true","1","Removed because private","","linalacali"
"83","153","","false","false","5","Added to follower list.","","pita_cevakula"
"2615","3906","","false","false","73","Removed because follower more than maximum follower","","sweets_mahshi_"
"3785","646","","false","false","376","Removed because follower more than maximum follower","","fevertree_nl"
"5764","7425","","false","false","14","Removed because follower more than maximum follower","","safarlij"
"233","369","","false","false","10","Added to follower list.","","erin_lou_mitchell"
"327","1216","","false","false","166","Added to follower list.","","darumarianne"
"4345","6835","","true","false","783","Removed because already followed","","kkstewartkk"
"174","965","","false","false","3","Removed because considered as bot","","allisson_gomezzz"
"2442","6075","","false","false","9","Removed because follower more than maximum follower","","denisfc768"
"14185","5058","","false","false","435","Removed because follower more than maximum follower","","building_torino"
"6730","6101","","false","false","96","Removed because follower more than maximum follower","","travel_coaches_vip"
"5332","5388","","false","false","194","Removed because follower more than maximum follower","","travelist.co.il"
"475","4593","","false","false","27","Added to follower list.","","errant.traveler"
"243","319","","false","false","26","Added to follower list.","","dorothyhislop"
"202","1194","","false","true","31","Removed because private","","paga_lmsa_w9"
"1374","3904","","false","false","92","Added to follower list.","","mohmmdok_mallahi"
"15563","6540","","false","false","466","Removed because follower more than maximum follower","","ahm95ed101"
"832","2608","","false","false","373","Added to follower list.","","thecure_dbc"
"694","3453","","false","false","98","Added to follower list.","","georgiequinsmythphotos"
"122","678","","false","false","32","Added to follower list.","","guiadecomprasdelacdmx"
"43","134","","false","false","4","Added to follower list.","","qt_dog_____"
"444","1398","","false","false","35","Added to follower list.","","transylvaniaandrei"
"137","116","","false","false","19","Added to follower list.","","_.aesthetic.vibes"
"165","673","","false","false","30","Added to follower list.","","supendi852"
"240","540","","false","false","12","Added to follower list.","","pelogeazaitseva"
"4626","6350","","false","false","182","Removed because follower more than maximum follower","","fein.jennifer"
"6980","6889","","false","false","1462","Removed because follower more than maximum follower","","careerfreedom"
"522","1046","","false","true","1282","Removed because private","","laleow"
"163","196","","false","true","3","Removed because private","","m.rivas.smits"
"1246","2174","","false","false","1131","Added to follower list.","","katerina.jirkovska"
"949","678","","false","false","81","Added to follower list.","","vegini.at"
"104","1293","","false","false","0","Removed because considered as bot","","styleistrending"
"79","133","","false","false","21","Added to follower list.","","mgx_drt"
"184","995","","false","false","14","Added to follower list.","","_mitrox_"
"1290","1163","","false","false","277","Added to follower list.","","dam_x2"
"8911","2022","","false","false","846","Removed because follower more than maximum follower","","gemsbylaura"
"1437","703","","false","false","263","Added to follower list.","","healingwithalexandra"
"63","615","","false","true","1","Removed because private","","sashanna5"
"45","745","","false","false","8","Added to follower list.","","teresa.hubert.17874"
"1558","7465","","false","false","39","Added to follower list.","","rohanandrachel8594"
"803","4537","","false","false","68","Added to follower list.","","official_cvest"
"359","567","","false","false","18","Added to follower list.","","dimeturs"
"490","752","","false","true","358","Removed because private","","marleenvandewouw"
"433","319","","false","true","346","Removed because private","","marjoleinschel"
"597","272","","false","false","91","Added to follower list.","","evitaaroze"
"851","4059","","false","false","7","Added to follower list.","","mohamad_garhbage"
"48","170","","false","false","0","Removed because considered as bot","","ashiq964"
"916","736","","false","false","14","Added to follower list.","","scrymble"
"147","142","","false","false","538","Added to follower list.","","fashionforlessoman"
"485","1011","","false","false","65","Added to follower list.","","louise_boyle93"
"1080","6743","","false","true","110","Removed because private","","wolfbite_sana_123"
"467","3545","","false","true","15","Removed because private","","ir_restaurant"
"275","1674","","false","false","90","Added to follower list.","","yousuf4393"
"385","622","","false","true","446","Removed because private","","carlijnpijl"
"269","352","","false","true","2","Removed because private","","sherrysellim"
"815","4016","","false","true","238","Removed because private","","josenireide"
"248","176","","false","true","6","Removed because private","","eckimecki"
"597","1431","","false","false","825","Added to follower list.","","lehl13"
"212","3835","","false","true","36","Removed because private","","ahmedsaltanat"
"4405","3084","","false","false","248","Removed because follower more than maximum follower","","travelermanturkey"
"377","192","","false","false","225","Added to follower list.","","christine.traier"
"6613","3833","","false","false","4","Removed because follower more than maximum follower","","xrllax"
"550","1529","","false","false","2","Removed because considered as bot","","abbey.kowalski"
"23","13","","false","false","12","Added to follower list.","","frame.esmee"
"71","339","","false","false","26","Added to follower list.","","_1.world_"
"4959","2749","","false","false","173","Removed because follower more than maximum follower","","fluximum"
"1285","7503","","false","false","30","Added to follower list.","","___0__omar___0__"
"339","365","","false","true","8","Removed because private","","lukas_rene"
"2694","692","","false","false","49","Removed because follower more than maximum follower","","hinaa_design"
"536","311","","false","true","24","Removed because private","","minimalesdurcheinander"
"6649","5023","","false","false","429","Removed because follower more than maximum follower","","sinalverdecentercar"
"37","69","","false","false","3","Removed because considered as bot","","hesham.alsahly"
"153","1343","","false","true","28","Removed because private","","shesviv"
"676","682","","false","false","66","Added to follower list.","","c.siravantha"
"430","1643","","false","false","268","Added to follower list.","","artpictureslc"
"5268","1018","","false","false","201","Removed because follower more than maximum follower","","dustinjobst"
"175","302","","false","false","9","Added to follower list.","","merle_leona"
"877","709","","false","false","121","Added to follower list.","","schellbell"
"145","1451","","false","false","7","Added to follower list.","","blumensee"
"367","313","","false","true","27","Removed because private","","19pisces99"
"211","270","","false","false","47","Added to follower list.","","fride_run"
"566","445","","false","false","102","Added to follower list.","","milena.aka.milenka"
"599","570","","false","false","107","Added to follower list.","","mlleinga"
"408","484","","false","false","77","Added to follower list.","","xyingyang"
"235","587","","false","false","94","Added to follower list.","","pseassociates"
"699","999","","false","false","450","Added to follower list.","","vyanovych"
"970","2694","","false","false","61","Added to follower list.","","mxddsurvivxl"
"296","1305","","false","false","17","Added to follower list.","","photographsbydjen"
"215","2290","","false","false","37","Added to follower list.","","miracle6132"
"383","163","","false","false","29","Added to follower list.","","joshwalkermedia"
"493","236","","false","false","70","Added to follower list.","","ohhlora"
"1443","664","","false","false","122","Added to follower list.","","veguiveguiboom"
"381","3090","","false","false","0","Removed because considered as bot","","elbenjo90"
"15","16","","false","false","11","Added to follower list.","","intolerable.nosyaaa"
"708","594","","false","true","54","Removed because private","","marissamuijselaar"
"1003","525","","false","false","6","Added to follower list.","","dennis_polderman"
"700","543","","false","false","10","Added to follower list.","","shaylea_t"
"117","409","","false","false","21","Added to follower list.","","ksk.poyraz_mert_hakyemez"
"41","66","","false","false","8","Added to follower list.","","art.laboratoare"
"1547","2010","","false","false","57","Added to follower list.","","graciebellebraun"
"127","42","","false","false","3","Added to follower list.","","jillliaanyy"
"5968","2010","","false","false","888","Removed because follower more than maximum follower","","americalesya"
"16544","2415","","false","false","472","Removed because follower more than maximum follower","","aaudreybeachfashion"
"1151","1861","","false","false","131","Added to follower list.","","nandaaliancas"
"1065","1029","","false","false","1809","Added to follower list.","","i.am.kulykova"
"1005","635","","false","false","539","Added to follower list.","","balkanturu"
"79","233","","false","false","24","Added to follower list.","","picsandme"
"846","669","","false","false","4712","Added to follower list.","","bethanyrose_94"
"3508","1149","","false","false","97","Removed because follower more than maximum follower","","beauty_piggy68"
"6577","476","","false","false","458","Removed because follower more than maximum follower","","plantbaseddennie"
"225","227","","false","false","91","Added to follower list.","","lisa.cassiopeia"
"191","988","","false","false","39","Added to follower list.","","the_life_of_camelio"
"1573","6981","","false","false","91","Added to follower list.","","veganallsorts"
"22743","4771","","false","false","693","Removed because follower more than maximum follower","","ecogranito"
"4572","1219","","false","false","352","Removed because follower more than maximum follower","","the_thai_astana"
"373","612","","false","false","35","Added to follower list.","","jos.vanbaal"
"184","1072","","false","false","21","Added to follower list.","","j_victoy22"
"815","3421","","false","false","3","Removed because considered as bot","","fernanda.sousah"
"270","2291","","false","false","6","Added to follower list.","","addou51"
"710","5947","","false","false","82","Added to follower list.","","healthy_sweet_tasty"
"1329","831","","false","false","5","Added to follower list.","","dimecrespoenvezde"
"40","70","","false","false","3","Removed because considered as bot","","duckdarcy"
"118","431","","false","false","57","Added to follower list.","","miki.flores.5437"
"1823","7505","","false","false","19","Added to follower list.","","fateem_al_maktoum1"
"996","7501","","false","false","8","Added to follower list.","","3d_copas"
"1463","617","","false","false","99","Added to follower list.","","destiny._.jane"
"141","102","","false","false","25","Added to follower list.","","rosieshayk"
"1924","2071","","false","false","643","Added to follower list.","","fitzgeraldjewellers"
"288","770","","false","true","30","Removed because private","","simgeeunal"
"237","688","","false","false","7","Added to follower list.","","atheeralmalik"
"299","722","","false","false","226","Added to follower list.","","mflorenshaircare"
"770","3809","","false","false","106","Added to follower list.","","justanotherplantbasedgirl"
"1339","618","","false","true","77","Removed because private","","stephaniethierens"
"632","934","","false","true","14","Removed because private","","hotdamnitsnat"
"11709","5015","","false","true","2104","Removed because private","","cutebodyok"
"1321","6861","","false","false","29","Added to follower list.","","awisuperfoods"
"42","70","","false","false","19","Added to follower list.","","cover.me.please"
"847","710","","false","false","53","Added to follower list.","","mitchellvisser_"
"251","1744","","false","false","18","Added to follower list.","","weekly_remedies"
"42116","5048","","false","false","723","Removed because follower more than maximum follower","","viagemerango"
"1390","2651","","false","false","119","Added to follower list.","","stone.mastery"
"36","75","","false","false","1","Removed because considered as bot","","followfree265"
"1242","4572","","false","false","3","Removed because considered as bot","","milowatest"
"1568","4878","","false","false","40","Added to follower list.","","orcunphotography"
"270","166","","false","false","34","Added to follower list.","","farah_benay"
"280","541","","false","false","0","Removed because considered as bot","","foxriveroff_"
"519","4096","","false","false","19","Added to follower list.","","desain.rumah.baru"
"172","688","","false","false","68","Added to follower list.","","melinda_mc_glone"
"7150","1418","","false","false","36","Removed because follower more than maximum follower","","mallaktarrekk"
"32","82","","false","false","14","Added to follower list.","","mizzzerable"
"215","755","","false","false","9","Added to follower list.","","mason_kieso"
"1613","1892","","false","false","11","Added to follower list.","","dailycarszone"
"351","1973","","false","false","2","Removed because considered as bot","","pachanga_taser"
"317","2401","","false","false","47","Added to follower list.","","yhm313"
"21","24","","false","false","2","Removed because considered as bot","","lente_artistica"
"9178","7403","","false","false","1363","Removed because follower more than maximum follower","","mensgitch"
"120","297","","false","false","46","Added to follower list.","","noanchorsnofear"
"18368","7146","","false","false","285","Removed because follower more than maximum follower","","mahalehaye.gharbe.tehran"
"1481","1161","","false","false","2512","Added to follower list.","","damveganharpist"
"327","182","","false","false","2","Added to follower list.","","a_chernyshewa"
"639","460","","false","false","77","Added to follower list.","","clayton_juel"
"273","348","","false","false","54","Added to follower list.","","sleep_pod_hostel"
"343","329","","false","false","50","Added to follower list.","","lavieestkelly"
"923","682","","false","false","5","Added to follower list.","","gotchya_scrub"
"188","504","","false","false","8","Added to follower list.","","agness_xoxo"
"2190","7506","","false","false","19","Removed because follower more than maximum follower","","filo__sofo"
"50","135","","false","false","6","Added to follower list.","","ambermariecalhoun"
"89","262","","false","false","20","Added to follower list.","","greasy.glitter"
"55293","197","","false","false","765","Removed because follower more than maximum follower","","berberrz"
"250","456","","false","false","9","Added to follower list.","","d.e.photography_"
"124","899","","false","false","1","Removed because considered as bot","","msr_cadim"
"1600","1394","","false","false","353","Added to follower list.","","thefoodsheeats"
"1061","369","","false","false","12","Added to follower list.","","shrouksellim"
"360","246","","false","false","14","Added to follower list.","","chinchinfestival"
"6920","7060","","false","false","198","Removed because follower more than maximum follower","","oceantribe1300"
"1395","7502","","false","false","254","Added to follower list.","","_small_max_"
"501","1964","","false","false","122","Added to follower list.","","voznenko.artur"
"35","285","","false","false","3","Removed because considered as bot","","xay_ed"
"567","1293","","false","false","23","Added to follower list.","","camilasattes"
"576","946","","false","false","21","Added to follower list.","","miki_mouse_iida"
"995","330","","false","false","209","Added to follower list.","","egle_masinyte"
"738","601","","false","false","7","Added to follower list.","","daveyjones.x"
"67","315","","false","false","7","Added to follower list.","","doucejuly"
"703","7478","","false","false","8","Added to follower list.","","maluma__ozuna__wisin_yandel_"
"424","745","","false","false","9","Added to follower list.","","azr026"
"119","205","","false","false","35","Added to follower list.","","jakosphotos"
"146","708","","false","false","80","Added to follower list.","","belle_rose_noire_art"
"1217","1044","","false","false","66","Added to follower list.","","kerala__snaps_"
"172","1029","","false","false","30","Added to follower list.","","rafpixx"
"420","1506","","false","false","113","Added to follower list.","","nomada_said"
"228","703","","false","false","1","Removed because considered as bot","","mason3197"
"99","373","","false","false","15","Added to follower list.","","take.the.picture._"
"737","711","","false","false","203","Added to follower list.","","rroosss"
"194","1695","","false","false","38","Added to follower list.","","yukankaykan"
"2518","7526","","false","false","15","Removed because follower more than maximum follower","","soyambriento"
"426","299","","false","false","78","Added to follower list.","","flowerinhersoul"
"1366","7314","","false","false","14","Added to follower list.","","escolardatiaamelia.transporte"
"112","296","","false","false","59","Added to follower list.","","ricks_new_journey"
"1695","999","","false","false","84","Added to follower list.","","tazemot"
"945","3451","","false","false","85","Added to follower list.","","hippy_soul_46"
"787","3789","","false","false","14","Added to follower list.","","luxuryflightalliance"
"1040","672","","false","false","417","Added to follower list.","","lyannevbodegom"
"41","91","","false","false","28","Added to follower list.","","dvz28"
"392","539","","false","false","226","Added to follower list.","","laura_borsen"
"744","7484","","false","false","19","Added to follower list.","","gerrero199"
"108","55","","false","false","9","Added to follower list.","","honzaondrs"
"3266","1885","","false","false","888","Removed because follower more than maximum follower","","cristina_teleptean"
"776","1961","","false","false","393","Added to follower list.","","cesaradosreis"
"2528","6797","","false","false","88","Removed because follower more than maximum follower","","nrlphotographe"
"1658","7494","","false","false","1132","Added to follower list.","","blazinstylz"
"657","1539","","false","true","58","Removed because private","","heikki.x"
"25811","3789","","false","false","329","Removed because follower more than maximum follower","","6monthoneymoon"
"102","330","","false","false","25","Added to follower list.","","meryemhubert"
"715","915","","false","false","217","Added to follower list.","","chollada_io"
"12278","2687","","false","false","147","Removed because follower more than maximum follower","","mrinalverma"
"257","1021","","false","false","142","Added to follower list.","","pandaraver_"
"1","620","","false","true","0","Removed because private","","andyyyyyyy630"
"431","2051","","false","false","75","Added to follower list.","","glendaleodom"
"573","569","","false","true","26","Removed because private","","mattkernerman"
"106","100","","false","false","16","Added to follower list.","","evaratschinske"
"6667","709","","false","false","266","Removed because follower more than maximum follower","","vegabondfood"
"421","1879","","false","true","17","Removed because private","","galajowa"
"233","314","","false","false","113","Added to follower list.","","allerstijnst"
"290","224","","false","false","67","Added to follower list.","","camillebellionx"
"632","409","","false","false","203","Added to follower list.","","cecile.bok"
"1306","6195","","false","false","40","Added to follower list.","","sweetyparadise_"
"198","925","","false","false","23","Added to follower list.","","othmaaneoubnaali"
"505","1908","","false","false","1873","Added to follower list.","","oli_bnw"
"51","82","","false","false","15","Added to follower list.","","jacobjacobusmalan"
"661","1136","","false","false","74","Added to follower list.","","ajax.one"
"464","227","","false","false","18","Added to follower list.","","_simanaitis_"
"346","168","","false","false","51","Added to follower list.","","leoleokoeln"
"263","452","","false","false","7","Added to follower list.","","milkteasuicidex"
"1067","1082","","false","false","48","Added to follower list.","","ale_staecy18"
"316","693","","false","false","542","Added to follower list.","","3tatum7"
"1922","7059","","false","false","268","Added to follower list.","","camila_sossai"
"63","105","","false","false","15","Added to follower list.","","meesamslens"
"114","900","","false","true","9","Removed because private","","rebeccaramirez803"
"223","1790","","false","false","19","Added to follower list.","","mason_577_racing"
