"FOLLOWERCOUNT","FOLLOWINGCOUNT","FULLNAME","ISFOLLOWED","ISPRIVATE","POSTCOUNT","STATUS","USERID","USERNAME"
"3265","1799","","false","false","1596","Removed because follower more than maximum follower","","sylvia_longmire"
"4711","7492","","false","false","304","Removed because follower more than maximum follower","","birulkebirdag"
"942","4042","","false","false","60","Added to follower list.","","borderless_retreat"
"1171","1048","","false","false","172","Added to follower list.","","wildbeastescapes"
"4242","4252","","false","false","772","Removed because follower more than maximum follower","","wishcasting"
"5644","6202","","false","false","447","Removed because follower more than maximum follower","","maliniak87"
"1833","996","","false","false","817","Removed because follower more than maximum follower","","noe.meow"
"1796","914","","false","false","198","Removed because follower more than maximum follower","","ilaynur"
"2015","3849","","false","false","432","Removed because follower more than maximum follower","","omeuclique"
"1017","720","","false","false","54","Added to follower list.","","raulolmog"
"5571","3473","","false","false","219","Removed because follower more than maximum follower","","aoinfinitoealem__"
"848","5372","","false","false","55","Added to follower list.","","phylliswyfreeman"
"144","108","","false","false","45","Added to follower list.","","iammar_ian15"
"67","333","","false","true","35","Removed because private","","mohd.8991"
"96734","5635","","false","false","356","Removed because follower more than maximum follower","","evapadrino"
"1736","1399","","false","false","140","Removed because follower more than maximum follower","","padre.andre"
"839","6100","","false","false","340","Added to follower list.","","_art_works_framing_consultant_"
"1822","3780","","false","false","117","Removed because follower more than maximum follower","","sarahmduce"
"9391","4360","","false","false","1671","Removed because follower more than maximum follower","","nicoleneeley_"
"32610","4567","","false","false","197","Removed because follower more than maximum follower","","nadine_christine"
"1008","7494","","false","false","2","Removed because considered as bot","","dailyuaefan"
"920","6609","","false","false","2820","Added to follower list.","","amanulislam369"
"4085","2001","","false","false","52","Removed because follower more than maximum follower","","giulia.pulcini"
"1379","4078","","false","false","441","Removed because follower more than maximum follower","","tinybaby.shop"
"13737","7273","","false","false","691","Removed because follower more than maximum follower","","philippinesgram"
"9999","4177","","false","false","777","Removed because follower more than maximum follower","","ambervictoriamakeup"
"160","153","","false","false","24","Added to follower list.","","waqmaster"
"6874","6264","","false","false","149","Removed because follower more than maximum follower","","sarahforreal_"
"20","1885","","false","true","0","Removed because private","","dina_liban"
"8455","4253","","false","false","3364","Removed because follower more than maximum follower","","dannydettrafitness"
"2725","1701","","false","false","1697","Removed because follower more than maximum follower","","melissaazimmermann"
"1492","4864","","false","false","141","Removed because follower more than maximum follower","","presetsbymengarda"
"23562","4204","","false","false","101","Removed because follower more than maximum follower","","the.blisslife"
"409","1129","","false","true","67","Removed because private","","cg_vs"
"19397","6787","","false","false","668","Removed because follower more than maximum follower","","adenawilson.ph"
"2820","2280","","false","false","156","Removed because follower more than maximum follower","","brixbin"
"1260","895","","false","false","174","Removed because follower more than maximum follower","","smith.rya"
"185","91","","false","false","5","Added to follower list.","","iamdoctaigu"
"1152","453","","false","false","1062","Added to follower list.","","light_up_with_joy"
"2128","5099","","false","false","523","Removed because follower more than maximum follower","","shagufm"
"1987","5125","","false","false","76","Removed because follower more than maximum follower","","salvettionthego"
"281","461","","false","true","13","Removed because private","","yani_santos3"
"6932","7450","","false","false","33","Removed because follower more than maximum follower","","videographer_dubai"
"419","603","","false","false","4","Added to follower list.","","wonder_full_love_"
"3414","3757","","false","false","21","Removed because follower more than maximum follower","","linneamusic"
"8356","7461","","false","false","185","Removed because follower more than maximum follower","","romanescoart"
"12316","5195","","false","false","662","Removed because follower more than maximum follower","","maxi.porik"
"14158","5645","","false","false","314","Removed because follower more than maximum follower","","foodphotodubai"
"6638","5671","","false","false","278","Removed because follower more than maximum follower","","sabinastravelfeet"
"636","491","","false","false","130","Added to follower list.","","dido131990"
"1753","7505","","false","false","46","Removed because follower more than maximum follower","","perpectiva_diferente"
"3352","3223","","false","false","156","Removed because follower more than maximum follower","","paul92wal"
"5229","4489","","false","false","198","Removed because follower more than maximum follower","","cudztorya"
"4455","6183","","false","false","479","Removed because follower more than maximum follower","","travelling_pooo"
"2604","1160","","false","false","1408","Removed because follower more than maximum follower","","brittneyjfitness"
"4882","5073","","false","false","619","Removed because follower more than maximum follower","","sansimontravels"
"9004","6594","","false","false","231","Removed because follower more than maximum follower","","ourcouplediary"
"10314","3355","","false","false","159","Removed because follower more than maximum follower","","chervonkhoo"
"5200","5155","","false","false","127","Removed because follower more than maximum follower","","trueluxury_"
"570","5432","","false","false","177","Added to follower list.","","case_3d_id"
"1062","701","","false","false","176","Added to follower list.","","samlexa"
"9855","6692","","false","false","5494","Removed because follower more than maximum follower","","newstateapparel.id"
"1858","989","","false","false","93","Removed because follower more than maximum follower","","cravingtotravel"
"2965","4421","","false","false","231","Removed because follower more than maximum follower","","traveladdictsuk"
"31466","5474","","false","false","561","Removed because follower more than maximum follower","","willlamerton"
"2586","1769","","false","false","125","Removed because follower more than maximum follower","","thepineapplebackpacker"
"1378","964","","false","false","250","Removed because follower more than maximum follower","","indygirlmeetsworld"
"972","740","","false","false","1538","Added to follower list.","","amandacsteele"
"4683","4076","","false","false","188","Removed because follower more than maximum follower","","canelaypablotravelers"
"158","750","","false","true","49","Removed because private","","luxcentwhitedubai"
"712","479","","false","false","278","Added to follower list.","","sycantos"
"40699","3788","","false","false","1318","Removed because follower more than maximum follower","","renatonegrao"
"538","3015","","false","false","100","Added to follower list.","","doniyor.e99"
"3086","2604","","false","false","177","Removed because follower more than maximum follower","","andygomsol"
"6967","7049","","false","false","100","Removed because follower more than maximum follower","","itsmichaeltm"
"1195","1265","","false","false","162","Added to follower list.","","spiralny"
"6074","5651","","false","false","644","Removed because follower more than maximum follower","","ana_hellmiss"
"2549","1729","","false","false","74","Removed because follower more than maximum follower","","anastasiasavinykh_art"
"6406","5163","","false","false","38","Removed because follower more than maximum follower","","eefjee13"
"4473","5589","","false","false","964","Removed because follower more than maximum follower","","bags_shoes_5"
"8041","5722","","false","true","431","Removed because private","","vida_activa_fitness"
"7435","5638","","false","false","27","Removed because follower more than maximum follower","","_stevenbell"
"74","306","","false","true","1","Removed because private","","noellopez8204"
"3543","975","","false","false","95","Removed because follower more than maximum follower","","michellecharlee"
"1305","693","","false","false","11","Removed because follower more than maximum follower","","retirement_adventures"
"9936","3194","","false","false","331","Removed because follower more than maximum follower","","thepassportmemorandum"
"7849","7454","","false","false","770","Removed because follower more than maximum follower","","coffeecupsandwanderlust"
"287","244","","false","false","62","Added to follower list.","","re_becca_2019"
"369","4962","","false","false","115","Added to follower list.","","dohraiz"
"19562","4494","","false","false","126","Removed because follower more than maximum follower","","dabeed"
"2071","4637","","false","false","248","Removed because follower more than maximum follower","","byblos_sur_mer"
"3090","3836","","false","false","92","Removed because follower more than maximum follower","","afamilyonthemove"
"9029","4834","","false","false","248","Removed because follower more than maximum follower","","chelsieintheworld"
"15910","4598","","false","false","243","Removed because follower more than maximum follower","","nomadicfoodandtravel"
"10893","6004","","false","false","353","Removed because follower more than maximum follower","","ahmedbennis"
"817","2647","","false","false","15","Added to follower list.","","mldrohnen"
"1529","4658","","false","false","531","Removed because follower more than maximum follower","","kallos_box"
"7104","6593","","false","false","75","Removed because follower more than maximum follower","","rd_realty"
"4776","877","","true","false","87","Removed because already followed","","mimo.wandering"
"5521","1669","","false","false","1011","Removed because follower more than maximum follower","","claire.lbrt"
"7176","6892","","true","false","153","Removed because already followed","","travelinggraces"
"1257","1053","","false","false","56","Removed because follower more than maximum follower","","watchoutfallingcoconuts"
"1025","942","","false","false","383","Added to follower list.","","adrienneclement"
"2361","1884","","true","false","123","Removed because already followed","","ramblinon"
"944","553","","false","false","291","Added to follower list.","","wouldntyourathertravel"
"3460","3264","","false","false","2236","Removed because follower more than maximum follower","","yazminbasa"
"10","886","","false","true","4","Removed because private","","blackmode44"
"59","695","","false","true","29","Removed because private","","ozzzil_mesut"
"6805","6747","","false","false","97","Removed because follower more than maximum follower","","wandereratravels"
"1407","5295","","false","false","45","Removed because follower more than maximum follower","","bali.camp"
"1757","6925","","false","false","25","Removed because follower more than maximum follower","","maxence_mrcr"
"2300","1941","","false","false","507","Removed because follower more than maximum follower","","skymera.de"
"29","50","","false","false","11","Added to follower list.","","hariskhalil96"
"831","640","","false","false","160","Added to follower list.","","coloradan_abroad"
"8266","5733","","false","false","504","Removed because follower more than maximum follower","","travel.instylee"
"5","405","","false","true","35","Removed because private","","tmdgg_i"
"128","97","","false","false","8","Added to follower list.","","archonte"
"404","1851","","false","false","888","Added to follower list.","","ajgramme"
"11235","6987","","false","false","133","Removed because follower more than maximum follower","","osiblogs"
"228","1378","","false","false","5","Added to follower list.","","amoreviagens1"
"1003","535","","false","true","504","Removed because private","","ciarathompz"
"56","361","","false","false","28","Added to follower list.","","nomankhan494"
"136","1633","","false","false","0","Removed because considered as bot","","salammohanad"
"80","2678","","false","false","1","Removed because considered as bot","","bailley90"
"8060","2560","","false","false","613","Removed because follower more than maximum follower","","riz1n"
"1420","1230","","false","false","141","Removed because follower more than maximum follower","","limetrails"
"8178","2602","","false","false","596","Removed because follower more than maximum follower","","lilbeandip"
"238","350","","false","false","119","Added to follower list.","","hdxb_10"
"925","453","","false","false","496","Added to follower list.","","lahraineee"
"13356","4935","","false","false","265","Removed because follower more than maximum follower","","the_nerd_with_the_backpack"
"1602","978","","false","false","172","Removed because follower more than maximum follower","","where_is_mo"
"3848","5445","","false","false","63","Removed because follower more than maximum follower","","nay_fr"
"4138","2077","","false","false","186","Removed because follower more than maximum follower","","madgenius86"
"30409","6394","","false","false","453","Removed because follower more than maximum follower","","sheriannekay"
"5154","2806","","false","false","163","Removed because follower more than maximum follower","","jonaslechner_photography"
"3916","2279","","false","false","43","Removed because follower more than maximum follower","","benb_50"
"227","4072","","false","true","24","Removed because private","","hussam_husien_"
"769","6208","","false","false","69","Added to follower list.","","shad_framing"
"115840","4097","","false","false","750","Removed because follower more than maximum follower","","arab360"
"3055","465","","false","false","172","Removed because follower more than maximum follower","","thegirlwiththemaps"
"20832","7357","","false","false","998","Removed because follower more than maximum follower","","lookatourworldtravels"
"177","1441","","false","true","597","Removed because private","","um1hasan"
"11394","5553","","false","false","1088","Removed because follower more than maximum follower","","michaeladesiree"
"17718","6005","","false","false","503","Removed because follower more than maximum follower","","amandamac_nyc"
"386","208","","false","true","524","Removed because private","","ashloreto"
"6038","6023","","false","false","148","Removed because follower more than maximum follower","","dive_instructor_mark"
"11605","5523","","false","false","762","Removed because follower more than maximum follower","","wanderology_girl"
"580","477","","false","true","51","Removed because private","","khimmytorres"
"20095","2737","","false","false","210","Removed because follower more than maximum follower","","nicola_hauss"
"278","811","","false","false","16","Added to follower list.","","dromomania.mp"
"36861","1662","","false","false","210","Removed because follower more than maximum follower","","mauninn"
"237","993","","false","false","9","Added to follower list.","","peenbril"
"1507","812","","false","false","861","Removed because follower more than maximum follower","","whatsupkaycee"
"117","264","","false","false","19","Added to follower list.","","sumon_44"
"114","209","","false","false","1","Removed because considered as bot","","glennon.dave"
"7817","2492","","false","false","786","Removed because follower more than maximum follower","","abbieeclaudette"
"8131","7499","","false","false","172","Removed because follower more than maximum follower","","carlos.trujillo"
"4868","4491","","false","false","84","Removed because follower more than maximum follower","","nuriaginard"
"482","3201","","false","false","10","Added to follower list.","","realtytr"
"11234","4097","","false","false","0","Removed because follower more than maximum follower","","iwearcakes"
"680","2902","","false","false","10","Added to follower list.","","mary.rogerr"
"2923","460","","false","false","0","Removed because follower more than maximum follower","","kanika_gaikavad_official"
"85","181","","false","false","17","Added to follower list.","","bheijean"
"1181","558","","false","false","151","Added to follower list.","","long.haired.lout"
"21281","6021","","false","false","210","Removed because follower more than maximum follower","","lowcost.photography"
"8989","6672","","false","false","55","Removed because follower more than maximum follower","","sprayedingold"
"18745","5594","","false","false","1082","Removed because follower more than maximum follower","","wwellend"
"5107","1637","","false","false","439","Removed because follower more than maximum follower","","rosyaboukheir"
"2535","1751","","false","false","70","Removed because follower more than maximum follower","","travel90blog"
"8461","2180","","true","false","450","Removed because already followed","","everycornerofworld"
"7759","6507","","false","false","569","Removed because follower more than maximum follower","","teacoffeetravel"
"1502","7493","","false","false","347","Removed because follower more than maximum follower","","mehrnaz600_irvine_usa"
"2376","7255","","false","false","442","Removed because follower more than maximum follower","","travel_buddys_on_tour"
"8410","2367","","false","false","138","Removed because follower more than maximum follower","","yosoyvanshy"
"4048","3533","","false","false","126","Removed because follower more than maximum follower","","beangeled"
"2040","1438","","false","true","120","Removed because private","","girl.with.sun.tattoo"
"7019","5178","","false","false","117","Removed because follower more than maximum follower","","chispance"
"16221","3834","","false","false","930","Removed because follower more than maximum follower","","capubella"
"25682","1987","","false","false","181","Removed because follower more than maximum follower","","viajaentusofa"
"8824","7464","","false","false","432","Removed because follower more than maximum follower","","sani_sisters"
"849","579","","false","true","66","Removed because private","","mariekeeschouten"
"8201","2653","","false","false","318","Removed because follower more than maximum follower","","rajjy3"
"12474","4502","","false","false","1009","Removed because follower more than maximum follower","","ouroyster"
"24887","7275","","false","false","405","Removed because follower more than maximum follower","","travelhunterz"
"6557","3285","","false","false","578","Removed because follower more than maximum follower","","mireiopreis_travelblogger"
"1563","739","","false","false","379","Removed because follower more than maximum follower","","cindyb25"
"2706","3429","","false","true","50","Removed because private","","firstletstravel"
"320","422","","false","true","26","Removed because private","","maryjoyrbld"
"9787","6306","","false","false","173","Removed because follower more than maximum follower","","cat_bythesea"
"3126","1998","","false","false","470","Removed because follower more than maximum follower","","chloefindingmelbourne"
"3618","2476","","false","false","301","Removed because follower more than maximum follower","","__erinphillips"
"1017","1042","","false","false","63","Added to follower list.","","uniquetripz"
"4279","1073","","false","false","130","Removed because follower more than maximum follower","","travel.flix"
"2613","621","","false","false","123","Removed because follower more than maximum follower","","justine_lasz"
"648","2966","","false","false","32","Added to follower list.","","the_travellers_sun"
"2833","2067","","false","false","247","Removed because follower more than maximum follower","","cris.tina03"
"481","715","","false","true","226","Removed because private","","bboydwight"
"2053","998","","false","false","172","Removed because follower more than maximum follower","","intoearthygems"
"3089","2957","","false","false","29","Removed because follower more than maximum follower","","ellegee_travels"
"2967","1137","","false","false","308","Removed because follower more than maximum follower","","bmarysel"
"1005","662","","false","false","76","Added to follower list.","","therealjsplit"
"6788","7297","","false","false","414","Removed because follower more than maximum follower","","andreas.rn86"
"4352","2582","","false","false","66","Removed because follower more than maximum follower","","showbiksthopia"
"1588","5288","","false","false","182","Removed because follower more than maximum follower","","hellophoto47"
"12032","6357","","false","false","979","Removed because follower more than maximum follower","","travel_happens"
"4035","1155","","false","false","1051","Removed because follower more than maximum follower","","arielleabroad"
"38979","7044","","false","false","2019","Removed because follower more than maximum follower","","s.arigato"
"57","734","","false","false","3","Removed because considered as bot","","oauzhxbd"
"2559","2291","","false","false","180","Removed because follower more than maximum follower","","blessingbeyondborders"
"3269","1989","","false","false","1589","Removed because follower more than maximum follower","","thelifeof_hp"
"2970","1142","","false","false","35","Removed because follower more than maximum follower","","diaryofawannabeworldtraveler"
"2464","2741","","false","false","109","Removed because follower more than maximum follower","","yungsworldtour"
"3555","2125","","false","true","121","Removed because private","","garetdandan"
"14416","7329","","false","false","359","Removed because follower more than maximum follower","","naeeemr"
"12888","7081","","false","false","1032","Removed because follower more than maximum follower","","yoexplore"
"730","753","","false","false","71","Added to follower list.","","teejchainz"
"221","3652","","false","false","3","Removed because considered as bot","","rorysmusicfan6"
"1152","6110","","false","false","238","Added to follower list.","","ramziz0u"
"2335","1435","","false","false","210","Removed because follower more than maximum follower","","fammiviaggiare"
"1032","910","","false","false","76","Added to follower list.","","_hutchinsonmark"
"426","2418","","false","false","4","Added to follower list.","","muha_moore"
"8373","6996","","false","false","72","Removed because follower more than maximum follower","","davendonfranche"
"14307","2543","","false","false","703","Removed because follower more than maximum follower","","pintandokm"
"2867","6586","","false","false","393","Removed because follower more than maximum follower","","naosuzu770"
"425","1795","","false","true","109","Removed because private","","jamie_ackroyd"
"1038","523","","false","false","176","Added to follower list.","","meinet_wegen"
"1401","1366","","true","false","44","Removed because already followed","","keialo_timeline"
"1298","1493","","true","false","89","Removed because already followed","","organisemytravel"
"1813","4554","","false","false","41","Removed because follower more than maximum follower","","minjamoon"
"2320","1098","","false","false","608","Removed because follower more than maximum follower","","meeneeme"
"13747","2583","","false","false","447","Removed because follower more than maximum follower","","locatotravel"
"20465","7488","","false","false","378","Removed because follower more than maximum follower","","sheena.james_"
"1373","3002","","false","false","12","Removed because follower more than maximum follower","","marsmilly"
"181","186","","false","true","11","Removed because private","","palatinomarcelian"
"6070","1850","","false","false","412","Removed because follower more than maximum follower","","albandarrotana"
"4594","2449","","true","false","45","Removed because already followed","","samoraescapades"
"11405","5609","","false","false","840","Removed because follower more than maximum follower","","tashieeee"
"355","388","","false","false","106","Added to follower list.","","renee_dem"
"1997","1925","","false","false","235","Removed because follower more than maximum follower","","depth_of_field_david"
"683","636","","false","false","372","Added to follower list.","","nedenmiso"
"979","2730","","false","false","536","Added to follower list.","","jorget3"
"990","1019","","false","true","186","Removed because private","","wajed992"
"9528","7428","","false","false","77","Removed because follower more than maximum follower","","michaelstrauven"
"2498","231","","false","false","18","Removed because follower more than maximum follower","","lost.cartel"
"11237","7340","","false","false","211","Removed because follower more than maximum follower","","feliipesalas"
"1905","1779","","false","false","123","Removed because follower more than maximum follower","","travloveat"
"3003","1078","","false","false","401","Removed because follower more than maximum follower","","chriskavanagh97"
"9943","7432","","false","false","216","Removed because follower more than maximum follower","","benjcrs"
"2002","4332","","false","false","38","Removed because follower more than maximum follower","","nobasic_lifestyle"
"1186","4012","","false","false","74","Added to follower list.","","travel.22epic"
"10605","7450","","false","false","873","Removed because follower more than maximum follower","","hiddentraces"
"6584","5688","","false","false","94","Removed because follower more than maximum follower","","bajazzle"
"1288","2796","","false","false","5","Removed because follower more than maximum follower","","marksofoolish"
"2074","1913","","false","false","91","Removed because follower more than maximum follower","","libertykingharvard"
"10493","1751","","false","false","86","Removed because follower more than maximum follower","","thebizzyboss"
"1014","648","","false","true","191","Removed because private","","ehab_hefny"
"1574","1615","","false","false","898","Removed because follower more than maximum follower","","agarwalsonika"
"23","314","","false","true","0","Removed because private","","ericdonalson347"
"758","612","","false","true","1038","Removed because private","","ntian"
"125","127","","false","false","2","Removed because considered as bot","","wiktoria.wegiel"
"1742","859","","false","false","305","Removed because follower more than maximum follower","","abezanillas"
"4313","3993","","false","false","258","Removed because follower more than maximum follower","","spopovic07"
"20014","7352","","false","false","31","Removed because follower more than maximum follower","","ruleof3rds__photography"
"15558","6823","","false","false","318","Removed because follower more than maximum follower","","tia_korea"
"4587","4610","","false","false","100","Removed because follower more than maximum follower","","myworldodyssey"
"2703","1955","","false","false","129","Removed because follower more than maximum follower","","us_andtheworld"
"4776","3663","","false","false","74","Removed because follower more than maximum follower","","blondedyner"
"507","1326","","false","true","98","Removed because private","","hichamgbali"
"7520","3528","","false","false","716","Removed because follower more than maximum follower","","jarkizz_adventures"
"1993","1825","","false","false","1757","Removed because follower more than maximum follower","","novambajamonti"
"406","698","","false","false","656","Added to follower list.","","cheeky.adventures"
"1994","6859","","false","false","21","Removed because follower more than maximum follower","","mypassporttravelstory"
"1166","1099","","true","false","305","Removed because already followed","","_syyux_"
"2393","2076","","false","false","227","Removed because follower more than maximum follower","","naganomad"
"690","290","","false","false","230","Added to follower list.","","brisshortstories"
"2708","2142","","false","false","343","Removed because follower more than maximum follower","","yoki.waranya"
"427","1899","","false","true","0","Removed because private","","shanarsrn"
"21377","5092","","false","false","408","Removed because follower more than maximum follower","","nomad.fran"
"6899","5235","","false","false","175","Removed because follower more than maximum follower","","thethirstytales"
"1056","1056","","false","false","416","Added to follower list.","","ourtravelingzoo"
"4024","1412","","false","false","166","Removed because follower more than maximum follower","","lulubellalifestyle"
"1202","820","","false","false","33","Removed because follower more than maximum follower","","inspirtrip"
"2377","1399","","false","false","127","Removed because follower more than maximum follower","","explorewiththegirlsus"
"1682","1390","","true","false","940","Removed because already followed","","stacybaker_"
"6638","1080","","true","false","334","Removed because already followed","","aasthainwanderland"
"3672","2591","","false","false","18","Removed because follower more than maximum follower","","crsrchlz"
"675","899","","false","false","372","Added to follower list.","","sarah__louise__x"
"4297","2899","","false","false","374","Removed because follower more than maximum follower","","myawesomedestinations"
"491","429","","false","false","75","Added to follower list.","","menefreghista.a"
"1492","1329","","false","false","335","Removed because follower more than maximum follower","","the.gharris"
"3074","907","","false","false","551","Removed because follower more than maximum follower","","caralovan"
"416","1688","","false","false","112","Added to follower list.","","gogreattravel"
"3790","2783","","false","false","836","Removed because follower more than maximum follower","","kikitraveler30"
"3590","7372","","false","false","115","Removed because follower more than maximum follower","","wanderlust_lovetravel"
"5036","7074","","false","false","8","Removed because follower more than maximum follower","","pegasusworld"
"5891","4865","","false","false","74","Removed because follower more than maximum follower","","ecohomeph"
"2325","1779","","false","false","55","Removed because follower more than maximum follower","","wannahwanderandlove"
"3637","2924","","true","false","373","Removed because already followed","","fototravelalex"
"1463","1303","","true","false","269","Removed because already followed","","mirela_iepurela"
"503","476","","false","false","127","Added to follower list.","","captainessy"
"695","461","","false","false","441","Added to follower list.","","ralphong"
"2366","2793","","false","false","341","Removed because follower more than maximum follower","","laurenswindow.travel"
"1763","7505","","false","false","223","Removed because follower more than maximum follower","","worldthrougherica"
"1194","218","","false","false","582","Added to follower list.","","jenisabelhermosa"
"21364","7403","","false","false","575","Removed because follower more than maximum follower","","pinoytraveler_"
"136","166","","false","false","219","Added to follower list.","","saul_g1962"
"462","381","","false","false","26","Added to follower list.","","loversdiscoveries"
"26524","7412","","false","false","176","Removed because follower more than maximum follower","","hispanaporelmundo"
"2161","1034","","false","false","155","Removed because follower more than maximum follower","","journeywithgeorgie"
"3626","2695","","false","false","560","Removed because follower more than maximum follower","","andrhlenmg"
"162","462","","false","false","15","Added to follower list.","","chili_chick"
"1733","593","","false","true","54","Removed because private","","itssmemikeeee"
"205","4819","","false","false","2","Removed because considered as bot","","jithurodrigs"
"2901","988","","false","false","220","Removed because follower more than maximum follower","","scrubsinasuitcase"
"3743","1151","","false","false","161","Removed because follower more than maximum follower","","patrick.dbr"
"1077","744","","false","true","875","Removed because private","","iamkaringring"
"11220","7428","","true","false","97","Removed because already followed","","leah_mathew_"
"2343","1614","","false","false","839","Removed because follower more than maximum follower","","photojennika"
"1473","981","","false","false","357","Removed because follower more than maximum follower","","yv.escape"
"2155","1744","","true","false","38","Removed because already followed","","hannah.marion"
"919","744","","false","false","198","Added to follower list.","","annikasooph"
"1441","1055","","false","false","709","Removed because follower more than maximum follower","","siguemesoyviajera"
"2639","694","","false","false","342","Removed because follower more than maximum follower","","alexplores_the_world"
"2909","1118","","false","false","358","Removed because follower more than maximum follower","","the.christian.cee"
"10451","1954","","false","false","70","Removed because follower more than maximum follower","","dnvrcustodio"
"7965","7452","","false","false","253","Removed because follower more than maximum follower","","vagnertogni"
"6544","4301","","false","false","180","Removed because follower more than maximum follower","","abhi9y"
"1268","58","","false","false","152","Removed because follower more than maximum follower","","dothingssolo"
"4893","3156","","false","false","31","Removed because follower more than maximum follower","","sie_nannten_ihn_miller"
"153","606","","false","false","83","Added to follower list.","","happylife__photography"
"3888","5654","","false","false","111","Removed because follower more than maximum follower","","amandazidanee"
"9280","7504","","false","false","136","Removed because follower more than maximum follower","","2going1way"
"914","2699","","false","false","20","Added to follower list.","","piedras.negras"
"9502","4365","","false","false","188","Removed because follower more than maximum follower","","the.khanabadosh"
"14300","2976","","false","false","349","Removed because follower more than maximum follower","","thetravelcritic"
"7997","700","","false","false","991","Removed because follower more than maximum follower","","mariotroianiphotographer"
"4503","3728","","false","false","159","Removed because follower more than maximum follower","","the_deal_spiel"
"6455","1129","","false","false","315","Removed because follower more than maximum follower","","karmenclair"
"1654","5257","","false","true","747","Removed because private","","esttefanno"
"1159","7504","","false","false","727","Added to follower list.","","dadzwcameraz_"
"2042","942","","false","false","153","Removed because follower more than maximum follower","","justinejehanno"
"2852","1619","","false","false","60","Removed because follower more than maximum follower","","earthismyplayground__"
"860","729","","false","false","32","Added to follower list.","","tale_of_a_wanderess"
"10715","7050","","false","false","252","Removed because follower more than maximum follower","","travelbugraphy"
"6526","2360","","false","false","874","Removed because follower more than maximum follower","","mvjak"
"10693","5921","","true","false","246","Removed because already followed","","bacpacman"
"3117","2460","","false","false","282","Removed because follower more than maximum follower","","gallivantinggoals"
"2846","1798","","false","true","215","Removed because private","","makmoora"
"1693","884","","true","false","233","Removed because already followed","","lusia_barseghyan"
"9909","3242","","false","false","133","Removed because follower more than maximum follower","","thecontinenthopper"
"2289","5136","","false","true","28","Removed because private","","ahmedawad123"
"2686","2125","","false","false","50","Removed because follower more than maximum follower","","m.i.l.e.s.t.o.g.o_"
"2528","5864","","true","false","140","Removed because already followed","","wwtravelmag"
"6364","474","","false","false","1539","Removed because follower more than maximum follower","","sollunaresort"
"1150","1960","","false","false","53","Added to follower list.","","amo.ment.in.time"
"2008","1603","","false","true","281","Removed because private","","chadmerced"
