"FOLLOWERCOUNT","FOLLOWINGCOUNT","FULLNAME","ISFOLLOWED","ISPRIVATE","POSTCOUNT","STATUS","USERID","USERNAME"
"102","308","","false","false","40","Added to follower list.","","katie.vl"
"289","1022","","false","false","20","Added to follower list.","","tiiulihei_kuvaa"
"354","317","","false","false","67","Added to follower list.","","tawnyy_285"
"107","105","","false","false","18","Added to follower list.","","the_gallery_diary"
"8395","5954","","false","false","186","Added to follower list.","","elit_electronics"
"182","403","","false","false","53","Added to follower list.","","achtundvier84"
"18276","1748","","false","false","108","Added to follower list.","","maxmag_official"
"3285","1449","","false","false","185","Added to follower list.","","perini.michael"
"444","452","","false","false","25","Added to follower list.","","love.xphotographyx"
"470","583","","false","false","14","Added to follower list.","","photo_are_moments"
"100","160","","false","false","24","Added to follower list.","","captured.sunrises"
"1581","537","","false","false","0","Added to follower list.","","umjulycd618"
"1065","1261","","false","false","35","Added to follower list.","","callie.leu.photography"
"561","863","","false","false","32","Added to follower list.","","thirteenpics"
"93","93","","false","false","67","Added to follower list.","","sheep.sanme"
"199","288","","false","false","18","Added to follower list.","","_sbephotography_"
"429","289","","false","true","27","Added to follower list.","","ignjatoviccs"
"581","562","","false","false","21","Added to follower list.","","our_wonders_feet"
"296","213","","false","false","10","Added to follower list.","","julia.nature_photography"
"821","770","","false","false","47","Added to follower list.","","jitenx123"
"95","156","","false","false","25","Added to follower list.","","myperfectvibe"
"102","123","","false","false","6","Added to follower list.","","kim.pics5"
"329","275","","false","false","62","Added to follower list.","","jasminnkka"
"1910","1732","","false","false","50","Added to follower list.","","kayachcg"
"481","2155","","false","false","36","Added to follower list.","","ijr_the_photographer"
"187","389","","false","false","13","Added to follower list.","","mcriverside"
"410","513","","false","false","33","Added to follower list.","","emmadervich"
"107","144","","false","false","17","Added to follower list.","","joshpenfoldphotography"
"7511","6820","","true","false","125","Removed because already followed","","capturolavida_emn"
"5704","5639","","false","false","167","Added to follower list.","","juanfra_fotografia"
"252","579","","false","false","43","Added to follower list.","","luontolahella"
"280","307","","false","false","187","Added to follower list.","","ph0t0_by_jeongdu"
"411","524","","false","false","20","Added to follower list.","","v.f.2_photography"
"3417","3011","","false","false","108","Added to follower list.","","thomasg.photo"
"240","347","","false","false","54","Added to follower list.","","lstenphotography"
"334","452","","false","false","17","Added to follower list.","","eval.lea"
"1827","1533","","false","false","136","Added to follower list.","","pretty_slides"
"352","222","","false","true","3","Added to follower list.","","natasa_burmaz"
"90","66","","false","false","27","Added to follower list.","","lucyinthesky.wdmnds"
"460","649","","false","false","28","Added to follower list.","","seenbytim"
"211","188","","false","true","6","Added to follower list.","","ljubica_urosevic"
"381","479","","false","false","10","Added to follower list.","","jackdusol"
"110","137","","false","false","31","Added to follower list.","","a.mountahl"
"15784","3464","","false","false","146","Added to follower list.","","suedamerika_wanderer"
"538","482","","false","false","31","Added to follower list.","","carmetagarcia"
"319","287","","false","false","46","Added to follower list.","","shaiseasco"
"4554","5369","","false","false","78","Added to follower list.","","cerkudayyula"
