"FOLLOWERCOUNT","FOLLOWINGCOUNT","FULLNAME","ISFOLLOWED","ISPRIVATE","POSTCOUNT","STATUS","USERID","USERNAME"
"5763","5559","","true","false","235","Removed because already followed","","nature_lovers_unite_"
"264","1737","","false","false","24","Added to follower list.","","tauseef.iqbal.9"
"191","708","","false","false","102","Added to follower list.","","lovetravel565"
"45","140","","false","false","16","Added to follower list.","","steffen_wiedmann"
"6043","7283","","false","false","29","Removed because follower more than maximum follower","","argyris.dimitris"
"149","135","","false","false","5","Added to follower list.","","miss.ariesj"
"224","822","","false","false","14","Added to follower list.","","explore_with_lalith"
"693","662","","false","false","66","Added to follower list.","","ericareneeofficial"
"4104","7113","","false","false","109","Removed because follower more than maximum follower","","theeverydayadventurist"
"75","134","","false","false","21","Added to follower list.","","fth.ok20"
"45","101","","false","false","0","Removed because considered as bot","","benali1343"
"1021","887","","false","false","58","Added to follower list.","","elisapigliafreddo"
"1924","638","","false","false","433","Added to follower list.","","travelmad197"
"3156","1605","","false","false","336","Removed because follower more than maximum follower","","krstevskai"
"1407","7497","","false","false","178","Added to follower list.","","mcr_147"
"368","674","","false","false","170","Added to follower list.","","fatimazahrae447"
"365","765","","false","false","115","Added to follower list.","","pur_australia"
"3420","2305","","false","false","239","Removed because follower more than maximum follower","","dejan.photography"
"459","781","","false","false","904","Added to follower list.","","harriets_wardrobe"
"407","363","","false","false","123","Added to follower list.","","mi_vida_en_europa"
"981","829","","false","false","645","Added to follower list.","","melli_b_bremen"
"45","246","","false","true","2","Removed because private","","ayaandtraveller"
"33","232","","false","false","6","Added to follower list.","","voyage_vasco_quebec"
"200","1797","","false","false","4","Added to follower list.","","the_normal_photagrapher"
"174","240","","false","false","329","Added to follower list.","","tanti.hartanti.9210"
"57","597","","false","false","7","Added to follower list.","","themisterptrekker85"
"1026","5871","","false","false","129","Added to follower list.","","danielelleroliveira"
"3050","5063","","false","true","17","Removed because private","","melisapetrovic_"
"408","3367","","false","false","5","Added to follower list.","","ydayalew"
"6364","4097","","false","true","158","Removed because private","","pratik_soni3"
"4724","1221","","false","false","837","Removed because follower more than maximum follower","","oryomehr"
"3045","2621","","false","false","774","Removed because follower more than maximum follower","","serna_gopro"
"474","6359","","false","false","90","Added to follower list.","","kar11rak"
"6020","4037","","false","false","125","Removed because follower more than maximum follower","","lordfarquuade_96"
"3497","6458","","false","false","55","Removed because follower more than maximum follower","","irisoconnell_7"
"189","307","","false","false","44","Added to follower list.","","mrmiphotography"
"3116","6276","","false","false","976","Removed because follower more than maximum follower","","vera.klasen.ribnitz"
"3090","7277","","false","false","70","Removed because follower more than maximum follower","","flabiovieira"
"51","49","","false","false","47","Added to follower list.","","trav3laction"
"7381","6113","","false","true","1375","Removed because private","","instalant"
"1421","4868","","false","false","34","Added to follower list.","","bayleicormie_14"
"438","1065","","false","true","594","Removed because private","","lizardwahter"
"6349","1967","","false","false","39","Removed because follower more than maximum follower","","ventureswithtrav"
"3867","3848","","false","false","318","Removed because follower more than maximum follower","","davidwade_"
"9865","5636","","false","false","129","Removed because follower more than maximum follower","","j.mask"
"4352","503","","false","false","508","Removed because follower more than maximum follower","","lavy_shannon"
"493","4058","","false","false","85","Added to follower list.","","guidetonorthenareaofpakistan"
"7808","3009","","false","false","80","Removed because follower more than maximum follower","","frankfrosario"
"4523","3285","","false","false","97","Removed because follower more than maximum follower","","melissasovran"
"38","28","","false","false","26","Added to follower list.","","greencananga"
"229","1064","","false","false","17","Added to follower list.","","surprising_destinations"
"40","60","","false","false","24","Added to follower list.","","jettingabroad"
"3981","1361","","false","false","179","Removed because follower more than maximum follower","","vale_not_vale"
"728","7480","","false","false","9","Added to follower list.","","dizzy.laarbi"
"314","550","","false","false","27","Added to follower list.","","wanderfulifestyle"
"363","2117","","false","false","101","Added to follower list.","","scott.boyle0731"
"5292","3943","","false","false","81","Removed because follower more than maximum follower","","fangting_properties"
"3998","5816","","false","false","114","Removed because follower more than maximum follower","","cuptreatsstore"
"780","3312","","false","false","64","Added to follower list.","","world_wide_amazing"
"5854","5112","","false","false","90","Removed because follower more than maximum follower","","nizamfitness"
"881","455","","false","false","31","Added to follower list.","","the_shiver_road"
"7133","2197","","false","false","52","Removed because follower more than maximum follower","","beyond.travelling"
"7550","3776","","false","false","59","Removed because follower more than maximum follower","","lizpaolacosta"
"575","1424","","false","false","594","Added to follower list.","","raditpusaka"
"3774","5124","","false","false","238","Removed because follower more than maximum follower","","2cute_beaglegirls"
"8849","7160","","false","false","79","Removed because follower more than maximum follower","","kitepowershop"
"105","332","","false","false","16","Added to follower list.","","miltonkeynestravel"
"893","1258","","false","false","270","Added to follower list.","","fitaccessbali"
"1130","4031","","false","false","241","Added to follower list.","","adrianjacko"
"33595","1151","","false","false","8677","Removed because follower more than maximum follower","","fullhouse4ever"
"3992","5092","","false","false","156","Removed because follower more than maximum follower","","destination_saint_barths"
"838","7503","","false","false","147","Added to follower list.","","buckedup_stayupdv_20off"
"6113","5765","","false","false","94","Removed because follower more than maximum follower","","adventuresofabrunette"
"2835","2937","","false","false","1524","Removed because follower more than maximum follower","","juli_kur71"
"9527","5271","","false","false","3104","Removed because follower more than maximum follower","","alynn_womendesireecream"
"29","342","","false","false","17","Added to follower list.","","acountry608"
"5914","7318","","false","false","17","Removed because follower more than maximum follower","","cuma.arslan723"
"7347","6149","","false","false","1311","Removed because follower more than maximum follower","","melihbayramdede"
"11268","2521","","false","false","85","Removed because follower more than maximum follower","","doinitzacrigan"
"1130","6867","","false","false","222","Added to follower list.","","jualcasingexo"
"5248","3001","","false","false","288","Removed because follower more than maximum follower","","nathanrn29"
"6027","3293","","false","false","335","Removed because follower more than maximum follower","","bestpuppyloveever"
"2647","6566","","false","false","768","Removed because follower more than maximum follower","","s_v_e_t_lana123"
"20950","3026","","false","false","133","Removed because follower more than maximum follower","","misstymaaa"
"99","621","","false","true","46","Removed because private","","amirs_little_world"
"167","618","","false","false","57","Added to follower list.","","wwaradwarad"
"3625","2866","","false","false","501","Removed because follower more than maximum follower","","p_gohil_"
"3219","6748","","false","false","99","Removed because follower more than maximum follower","","bryoni.burns"
"679","32","","false","false","99","Added to follower list.","","niekndieuw"
"5059","3050","","false","true","4403","Removed because private","","hazelnaval"
"39","165","","false","false","3","Removed because considered as bot","","isaac.rodruiguez"
"3399","2408","","true","false","81","Removed because already followed","","celeneepretorius"
"3503","6949","","false","false","411","Removed because follower more than maximum follower","","niccov.ph"
"2014","771","","false","false","21","Added to follower list.","","naturaamantess"
"296","440","","false","false","64","Added to follower list.","","luxuryholidayofficial"
"265","412","","false","true","63","Removed because private","","asmabahr"
"105","675","","false","false","6","Added to follower list.","","sakti6622"
"5497","5654","","false","false","355","Removed because follower more than maximum follower","","tissueswithissues95"
"3010","5938","","false","false","173","Removed because follower more than maximum follower","","danielroantree"
"3083","5336","","false","false","19","Removed because follower more than maximum follower","","balibeachclubs"
"3292","3965","","false","false","258","Removed because follower more than maximum follower","","age_diver"
"3631","3194","","false","false","732","Removed because follower more than maximum follower","","trata_roc"
"3192","7083","","false","false","268","Removed because follower more than maximum follower","","e.t.elturista"
"5142","7139","","false","false","392","Removed because follower more than maximum follower","","r_and_r_adventureaddicts"
"745","1730","","false","false","255","Added to follower list.","","wandering.voyager"
"1573","798","","false","false","77","Added to follower list.","","trav3lvlog"
"437","4203","","false","false","337","Added to follower list.","","hadeereleraky"
"3847","2801","","false","true","118","Removed because private","","maximilian_71"
"4118","3138","","false","false","144","Removed because follower more than maximum follower","","mike_akopian_production"
"4349","2215","","false","true","366","Removed because private","","mscarlyanne"
"7079","4597","","false","false","1073","Removed because follower more than maximum follower","","luquibarry"
"41","59","","false","false","22","Added to follower list.","","sarahgovaert_photos"
"4168","1814","","false","true","1064","Removed because private","","mayank_zaf"
"1852","342","","false","false","2130","Added to follower list.","","exquisitesheis_19"
"1386","1998","","false","false","160","Added to follower list.","","fueguinobackpacker"
"6562","6987","","true","false","79","Removed because already followed","","dimz86"
"5869","2010","","false","false","414","Removed because follower more than maximum follower","","claaudia_sc"
"7306","1054","","false","false","92","Removed because follower more than maximum follower","","nkdlife"
"471","1078","","false","false","8","Added to follower list.","","_arch_stuff"
"636","841","","false","false","47","Added to follower list.","","vendeline"
"1909","3290","","false","false","312","Added to follower list.","","wahyu.anom_official"
"3127","2897","","false","false","377","Removed because follower more than maximum follower","","sandy_cannes"
"2209","197","","false","false","7","Added to follower list.","","a.h.m.d_tarek"
"3444","5660","","false","false","66","Removed because follower more than maximum follower","","moein_gc"
"4789","1526","","false","false","1041","Removed because follower more than maximum follower","","davidsornberger"
"5332","6634","","false","false","140","Removed because follower more than maximum follower","","ss_lfc"
"3553","5368","","false","false","116","Removed because follower more than maximum follower","","porczynsky_landscapes"
"7289","5654","","false","true","607","Removed because private","","_velasquez"
"9070","6467","","false","false","369","Removed because follower more than maximum follower","","ariezz_adriano"
"1859","3545","","false","false","734","Added to follower list.","","grupo_brt"
"3912","6918","","false","false","10","Removed because follower more than maximum follower","","kalbornozs"
"8288","3968","","false","true","17","Removed because private","","scout_vision"
"2987","6167","","false","false","155","Removed because follower more than maximum follower","","eriksymplexdnb"
"6299","2170","","false","false","245","Removed because follower more than maximum follower","","michaelantonakos"
"4792","1298","","false","false","1173","Removed because follower more than maximum follower","","francoiscroze"
"11187","5544","","false","false","1773","Removed because follower more than maximum follower","","musbenhamidanounou"
"10184","5852","","false","false","253","Removed because follower more than maximum follower","","megae_engenharia"
"3511","3619","","false","false","59","Removed because follower more than maximum follower","","ettore.psi"
"315","505","","false","false","240","Added to follower list.","","ciscodunc"
"841","608","","false","false","135","Added to follower list.","","kumapon0808"
"2384","6125","","false","false","71","Removed because follower more than maximum follower","","therichlearn"
"151","600","","false","false","7","Added to follower list.","","jimmydavon8701"
"6147","3649","","false","false","511","Removed because follower more than maximum follower","","tamasamfer"
"1206","906","","false","false","228","Added to follower list.","","marlonlima_photo"
"537","3943","","false","false","48","Added to follower list.","","senelcraig"
"8392","4705","","false","false","67","Removed because follower more than maximum follower","","zoran_bogdanovic__"
"3307","1624","","false","false","398","Removed because follower more than maximum follower","","nathaliegingras21"
"6686","6039","","false","false","171","Removed because follower more than maximum follower","","verypacific"
"1087","5922","","false","false","0","Removed because considered as bot","","cintaa.yuna34"
"6605","7182","","false","false","40","Removed because follower more than maximum follower","","steamdrones"
"9223","6527","","false","false","470","Removed because follower more than maximum follower","","driftn_on_a_memory_photography"
"5573","2904","","false","false","655","Removed because follower more than maximum follower","","osoapure"
"3021","1684","","false","false","280","Removed because follower more than maximum follower","","cableimage"
"3465","7093","","false","false","1273","Removed because follower more than maximum follower","","robertop194"
"401","2343","","false","false","210","Added to follower list.","","saeed_chwpani"
"6129","1308","","false","false","228","Removed because follower more than maximum follower","","antonio_andrade_g"
"3603","3290","","false","false","4340","Removed because follower more than maximum follower","","an_emsley"
"835","5237","","false","false","10","Added to follower list.","","ichu_.10"
"6320","4283","","false","false","4035","Removed because follower more than maximum follower","","ricmes76"
"4268","3577","","false","false","460","Removed because follower more than maximum follower","","ittceramic"
"5700","1507","","false","false","136","Removed because follower more than maximum follower","","qbapix"
"1443","7465","","false","false","57","Added to follower list.","","taikamtada"
"5477","7363","","false","false","157","Removed because follower more than maximum follower","","jay_jxmmy"
"9","48","","false","true","2","Removed because private","","safakeylul122"
"1294","7503","","false","false","50","Added to follower list.","","thecrystaldot"
